,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.6543043851852417,0.21472084522247314,0.13896912336349487,0.19489499926567078,0.7993295192718506,0.3540721535682678,0.09093925356864929,0.3178555369377136,0.7379602193832397,0.22321724891662598,0.3679248094558716,0.20301994681358337,0.5627111196517944,0.48837924003601074,0.25240954756736755,0.48608386516571045,0.7043924331665039,0.6941573023796082,0.1836620420217514,0.6850733160972595,0.7505993843078613,0.8783360123634338,0.2685747742652893,0.861514687538147
1,0.6612668633460999,0.19017255306243896,0.15342432260513306,0.1680852174758911,0.8284894227981567,0.3289760649204254,0.12068581581115723,0.2965419292449951,0.7831544876098633,0.20247779786586761,0.39836493134498596,0.16940119862556458,0.5814645290374756,0.47607895731925964,0.2686959207057953,0.47134897112846375,0.7435541749000549,0.6958042979240417,0.20509125292301178,0.6832792162895203,0.7969187498092651,0.8872555494308472,0.28902626037597656,0.867179274559021
2,0.67732834815979,0.1902000904083252,0.1412636935710907,0.1692303568124771,0.8454243540763855,0.3260705769062042,0.1275629699230194,0.3015923500061035,0.7876799702644348,0.2067440152168274,0.40555447340011597,0.17351123690605164,0.5948694944381714,0.46611762046813965,0.26403379440307617,0.4672202169895172,0.7662050724029541,0.6885466575622559,0.19948603212833405,0.6853563189506531,0.8393962383270264,0.8945538401603699,0.26012980937957764,0.8738610744476318
3,0.6636924743652344,0.18716514110565186,0.13823696970939636,0.1687077283859253,0.8232272863388062,0.32641351222991943,0.12579795718193054,0.30065852403640747,0.7656559944152832,0.20389801263809204,0.40174904465675354,0.17399269342422485,0.5845088958740234,0.46365034580230713,0.2628796100616455,0.46261364221572876,0.7373571991920471,0.6772627830505371,0.19628137350082397,0.6737987995147705,0.8262696266174316,0.8944755792617798,0.2366906851530075,0.8719302415847778
4,0.6739434003829956,0.18939782679080963,0.14218267798423767,0.17050981521606445,0.837108850479126,0.3183695673942566,0.12955936789512634,0.2997131645679474,0.7937266826629639,0.20069915056228638,0.4044402539730072,0.1768522560596466,0.5941096544265747,0.4635525941848755,0.25729936361312866,0.4612288177013397,0.7363434433937073,0.674937903881073,0.18104873597621918,0.6638702750205994,0.8388546109199524,0.8865673542022705,0.21726658940315247,0.8582347631454468
5,0.6832960844039917,0.19274169206619263,0.14142581820487976,0.17722585797309875,0.8445432186126709,0.32288986444473267,0.13446277379989624,0.3051275908946991,0.7900393009185791,0.20612254738807678,0.4159725308418274,0.18229392170906067,0.5969575643539429,0.4735107421875,0.264024019241333,0.4691234230995178,0.7380343079566956,0.6775761246681213,0.19986607134342194,0.6668004989624023,0.8398820161819458,0.8854681253433228,0.21218517422676086,0.8526613712310791
6,0.6738102436065674,0.19454815983772278,0.15966299176216125,0.17755012214183807,0.8275264501571655,0.3271103501319885,0.13977918028831482,0.30921298265457153,0.7744437456130981,0.21258294582366943,0.4036470055580139,0.18720859289169312,0.5883001089096069,0.4723820686340332,0.2639319896697998,0.4701014757156372,0.7215818762779236,0.6835813522338867,0.19330842792987823,0.6729205846786499,0.8149862885475159,0.8946933746337891,0.2223757952451706,0.8604244589805603
7,0.6542801856994629,0.18506506085395813,0.17056572437286377,0.1724117398262024,0.804731547832489,0.32442718744277954,0.14790713787078857,0.30616652965545654,0.7516902685165405,0.20141984522342682,0.39145174622535706,0.17775858938694,0.5698632001876831,0.47367599606513977,0.2632889747619629,0.46945369243621826,0.6890038251876831,0.6988890171051025,0.15806683897972107,0.69195157289505,0.7461090683937073,0.9156245589256287,0.21857422590255737,0.8791871666908264
8,0.6417229175567627,0.18359783291816711,0.1744193732738495,0.175029456615448,0.775833785533905,0.32625263929367065,0.1596549153327942,0.32011061906814575,0.7216789722442627,0.20702895522117615,0.3818889260292053,0.18500804901123047,0.559077799320221,0.48134100437164307,0.27178889513015747,0.47220680117607117,0.6639869213104248,0.7193976044654846,0.133929044008255,0.6965656280517578,0.7166686058044434,0.9206135272979736,0.22036373615264893,0.8814733624458313
9,0.6572123765945435,0.1857607066631317,0.19032490253448486,0.17721781134605408,0.7895994782447815,0.32644811272621155,0.17958152294158936,0.31753408908843994,0.7326277494430542,0.20643651485443115,0.3923337459564209,0.1818491816520691,0.578546404838562,0.48363301157951355,0.29515498876571655,0.4746384024620056,0.6868325471878052,0.7179940938949585,0.12231767177581787,0.6965522766113281,0.7273763418197632,0.9135704040527344,0.2095710039138794,0.8726592659950256
10,0.6651768684387207,0.18718189001083374,0.19688929617404938,0.17870645225048065,0.7971552610397339,0.32548415660858154,0.2051319032907486,0.31650906801223755,0.7426772713661194,0.20343415439128876,0.40463441610336304,0.178842693567276,0.5801066160202026,0.4873866140842438,0.29939523339271545,0.4763351380825043,0.6949244141578674,0.7212644815444946,0.09850692749023438,0.6879945993423462,0.7302590012550354,0.9077395796775818,0.1915220022201538,0.8636109828948975
11,0.6624813079833984,0.1870943158864975,0.1993153989315033,0.17580357193946838,0.796161949634552,0.33051449060440063,0.20891819894313812,0.31168389320373535,0.7497019171714783,0.20249047875404358,0.4191875755786896,0.1743471324443817,0.5826998353004456,0.4924750328063965,0.2994444966316223,0.47860798239707947,0.6924740672111511,0.7148826718330383,0.087103933095932,0.6838937401771545,0.728870153427124,0.9130382537841797,0.1973922699689865,0.8589767217636108
12,0.6962951421737671,0.19343699514865875,0.20245406031608582,0.18594488501548767,0.8237974643707275,0.32844945788383484,0.2161211371421814,0.3190980553627014,0.757885217666626,0.20698079466819763,0.43353271484375,0.18754132091999054,0.5916998386383057,0.4830573499202728,0.29323554039001465,0.47332078218460083,0.7044913172721863,0.6962753534317017,0.08889651298522949,0.6656423807144165,0.7546737194061279,0.8999298810958862,0.2000405639410019,0.8442517518997192
